"UniqueID","run_name","run_order","sample","group","SEM_file","blank1","blank2","ABS_file"
"fdom_apr_22_1","aroundtheisland_run1",1,"Group001Sample0001","Group001","Group001Sample0001SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0001ABS.dat"
"fdom_apr_22_2","aroundtheisland_run1",2,"Group001Sample0002","Group001","Group001Sample0002SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0002ABS.dat"
"fdom_apr_22_3","aroundtheisland_run1",3,"Group001Sample0003","Group001","Group001Sample0003SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0003ABS.dat"
"fdom_apr_22_1","aroundtheisland_run1",4,"Group001Sample0004","Group001","Group001Sample0004SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0004ABS.dat"
"fdom_apr_22_4","aroundtheisland_run1",5,"Group001Sample0005","Group001","Group001Sample0005SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0005ABS.dat"
"fdom_apr_22_5","aroundtheisland_run1",6,"Group001Sample0006","Group001","Group001Sample0006SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0006ABS.dat"
"fdom_apr_22_6","aroundtheisland_run1",7,"Group001Sample0007","Group001","Group001Sample0007SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0007ABS.dat"
"milliq1","aroundtheisland_run1",8,"Group002Sample0001","Group002","Group002Sample0001SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0001ABS.dat"
"milliq2","aroundtheisland_run1",9,"Group002Sample0002","Group002","Group002Sample0002SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0002ABS.dat"
"milliq3","aroundtheisland_run1",10,"Group002Sample0003","Group002","Group002Sample0003SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0003ABS.dat"
"milliq4","aroundtheisland_run1",11,"Group002Sample0004","Group002","Group002Sample0004SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0004ABS.dat"
"milliq5","aroundtheisland_run1",12,"Group002Sample0005","Group002","Group002Sample0005SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0005ABS.dat"
"milliq6","aroundtheisland_run1",13,"Group002Sample0006","Group002","Group002Sample0006SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0006ABS.dat"
"milliq7","aroundtheisland_run1",14,"Group002Sample0007","Group002","Group002Sample0007SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0007ABS.dat"
"fdom_apr_22_7","aroundtheisland_run1",15,"Group003Sample0001","Group003","Group003Sample0001SEM.dat","Group003Sample0001BEM.dat","Group001Sample0001BEM.dat","Group003Sample0001ABS.dat"
