UniqueID,run_name,run_order,sample,group,SEM_file,blank1,blank2,ABS_file
fdom_lag_4_22_126,aroundtheisland_run4,1,Group001Sample0001,Group001,Group001Sample0001SEM.dat,Group001Sample0001BEM.dat,Group002Sample0001BEM.dat,Group001Sample0001ABS.dat
new_fdom_126,aroundtheisland_run4,2,Group001Sample0002,Group001,Group001Sample0002SEM.dat,Group001Sample0001BEM.dat,Group002Sample0001BEM.dat,Group001Sample0002ABS.dat
fdom_lag_4_22_127,aroundtheisland_run4,3,Group001Sample0003,Group001,Group001Sample0003SEM.dat,Group001Sample0001BEM.dat,Group002Sample0001BEM.dat,Group001Sample0003ABS.dat
fdom_lag_4_22_128,aroundtheisland_run4,4,Group001Sample0004,Group001,Group001Sample0004SEM.dat,Group001Sample0001BEM.dat,Group002Sample0001BEM.dat,Group001Sample0004ABS.dat
_132,aroundtheisland_run4,5,Group001Sample0005,Group001,Group001Sample0005SEM.dat,Group001Sample0001BEM.dat,Group002Sample0001BEM.dat,Group001Sample0005ABS.dat
fdom_lag_4_22_134,aroundtheisland_run4,6,Group001Sample0006,Group001,Group001Sample0006SEM.dat,Group001Sample0001BEM.dat,Group002Sample0001BEM.dat,Group001Sample0006ABS.dat
fdom_lag_4_22_136,aroundtheisland_run4,7,Group001Sample0007,Group001,Group001Sample0007SEM.dat,Group001Sample0001BEM.dat,Group002Sample0001BEM.dat,Group001Sample0007ABS.dat
fdom_lag_4_22_138,aroundtheisland_run4,8,Group002Sample0001,Group002,Group002Sample0001SEM.dat,Group002Sample0001BEM.dat,Group003Sample0001BEM.dat,Group002Sample0001ABS.dat
fdom_apr_22_139,aroundtheisland_run4,9,Group002Sample0002,Group002,Group002Sample0002SEM.dat,Group002Sample0001BEM.dat,Group003Sample0001BEM.dat,Group002Sample0002ABS.dat
fdom_apr_22_140,aroundtheisland_run4,10,Group002Sample0003,Group002,Group002Sample0003SEM.dat,Group002Sample0001BEM.dat,Group003Sample0001BEM.dat,Group002Sample0003ABS.dat
fdom_lagoon_4_22_142,aroundtheisland_run4,11,Group002Sample0004,Group002,Group002Sample0004SEM.dat,Group002Sample0001BEM.dat,Group003Sample0001BEM.dat,Group002Sample0004ABS.dat
fdom_lagoon_4_22_143,aroundtheisland_run4,12,Group002Sample0005,Group002,Group002Sample0005SEM.dat,Group002Sample0001BEM.dat,Group003Sample0001BEM.dat,Group002Sample0005ABS.dat
fdom_april_22_144,aroundtheisland_run4,13,Group002Sample0006,Group002,Group002Sample0006SEM.dat,Group002Sample0001BEM.dat,Group003Sample0001BEM.dat,Group002Sample0006ABS.dat
fdom_apr_22_145,aroundtheisland_run4,14,Group002Sample0007,Group002,Group002Sample0007SEM.dat,Group002Sample0001BEM.dat,Group003Sample0001BEM.dat,Group002Sample0007ABS.dat
fdom_apri_22_145,aroundtheisland_run4,15,Group003Sample0001,Group003,Group003Sample0001SEM.dat,Group003Sample0001BEM.dat,Group001Sample0001BEM.dat,Group003Sample0001ABS.dat
fdom_apr_22_146,aroundtheisland_run4,16,Group003Sample0002,Group003,Group003Sample0002SEM.dat,Group003Sample0001BEM.dat,Group001Sample0001BEM.dat,Group003Sample0002ABS.dat
fdom_apr_22_155,aroundtheisland_run4,17,Group003Sample0003,Group003,Group003Sample0003SEM.dat,Group003Sample0001BEM.dat,Group001Sample0001BEM.dat,Group003Sample0003ABS.dat
fdom_apr_22_156,aroundtheisland_run4,18,Group003Sample0004,Group003,Group003Sample0004SEM.dat,Group003Sample0001BEM.dat,Group001Sample0001BEM.dat,Group003Sample0004ABS.dat
fdom_158,aroundtheisland_run4,19,Group003Sample0005,Group003,Group003Sample0005SEM.dat,Group003Sample0001BEM.dat,Group001Sample0001BEM.dat,Group003Sample0005ABS.dat
fdom_lagoon_4_22_159,aroundtheisland_run4,20,Group003Sample0006,Group003,Group003Sample0006SEM.dat,Group003Sample0001BEM.dat,Group001Sample0001BEM.dat,Group003Sample0006ABS.dat
fdom_apr_22_160,aroundtheisland_run4,21,Group003Sample0007,Group003,Group003Sample0007SEM.dat,Group003Sample0001BEM.dat,Group001Sample0001BEM.dat,Group003Sample0007ABS.dat
fdom_lagoon_4_22_161,aroundtheisland_run4,22,Group004Sample0001,Group004,Group004Sample0001SEM.dat,Group003Sample0001BEM.dat,Group001Sample0001BEM.dat,Group004Sample0001ABS.dat
