"UniqueID","run_name","run_order","sample","group","SEM_file","blank1","blank2","ABS_file"
"fdom_lagoon_4_22_161","aroundtheisland_run5",1,"Group001Sample0001","Group001","Group001Sample0001SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0001ABS.dat"
"fdom_lagoon_4_22_162","aroundtheisland_run5",2,"Group001Sample0002","Group001","Group001Sample0002SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0002ABS.dat"
"fdom_lagoon_4_22_163","aroundtheisland_run5",3,"Group001Sample0003","Group001","Group001Sample0003SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0003ABS.dat"
"fdom_lagoon_4_22_164","aroundtheisland_run5",4,"Group001Sample0004","Group001","Group001Sample0004SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0004ABS.dat"
"fdom_lagoon_4_22_165","aroundtheisland_run5",5,"Group001Sample0005","Group001","Group001Sample0005SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0005ABS.dat"
"fdom_lagoon_4_22_166","aroundtheisland_run5",6,"Group001Sample0006","Group001","Group001Sample0006SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0006ABS.dat"
"fdom_lagoon_4_22_167","aroundtheisland_run5",7,"Group001Sample0007","Group001","Group001Sample0007SEM.dat","Group001Sample0001BEM.dat","Group002Sample0001BEM.dat","Group001Sample0007ABS.dat"
"fdom_lagoon_4_22_168","aroundtheisland_run5",8,"Group002Sample0001","Group002","Group002Sample0001SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0001ABS.dat"
"fdom_lagoon_4_22_169","aroundtheisland_run5",9,"Group002Sample0002","Group002","Group002Sample0002SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0002ABS.dat"
"fdom_lagoon_4_22_170","aroundtheisland_run5",10,"Group002Sample0003","Group002","Group002Sample0003SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0003ABS.dat"
"fdom_lagoon_4_22_171","aroundtheisland_run5",11,"Group002Sample0004","Group002","Group002Sample0004SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0004ABS.dat"
"fdom_apr_22_172","aroundtheisland_run5",12,"Group002Sample0005","Group002","Group002Sample0005SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0005ABS.dat"
"fdom_apr_22_173","aroundtheisland_run5",13,"Group002Sample0006","Group002","Group002Sample0006SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0006ABS.dat"
"fdom_apr_22_175","aroundtheisland_run5",14,"Group002Sample0007","Group002","Group002Sample0007SEM.dat","Group002Sample0001BEM.dat","Group003Sample0001BEM.dat","Group002Sample0007ABS.dat"
"fdom_lagoon_4_22_176","aroundtheisland_run5",15,"Group003Sample0001","Group003","Group003Sample0001SEM.dat","Group003Sample0001BEM.dat","Group004Sample0001BEM.dat","Group003Sample0001ABS.dat"
"fdom_lagoon_4_22_177","aroundtheisland_run5",16,"Group003Sample0002","Group003","Group003Sample0002SEM.dat","Group003Sample0001BEM.dat","Group004Sample0001BEM.dat","Group003Sample0002ABS.dat"
"fdom_lagoon_4_22_178","aroundtheisland_run5",17,"Group003Sample0003","Group003","Group003Sample0003SEM.dat","Group003Sample0001BEM.dat","Group004Sample0001BEM.dat","Group003Sample0003ABS.dat"
"fdom_lagoon_4_22_179","aroundtheisland_run5",18,"Group003Sample0004","Group003","Group003Sample0004SEM.dat","Group003Sample0001BEM.dat","Group004Sample0001BEM.dat","Group003Sample0004ABS.dat"
"fdom_april_22_180","aroundtheisland_run5",19,"Group003Sample0005","Group003","Group003Sample0005SEM.dat","Group003Sample0001BEM.dat","Group004Sample0001BEM.dat","Group003Sample0005ABS.dat"
"fdom_lagoon_4_22_181","aroundtheisland_run5",20,"Group003Sample0006","Group003","Group003Sample0006SEM.dat","Group003Sample0001BEM.dat","Group004Sample0001BEM.dat","Group003Sample0006ABS.dat"
"fdom_lagoon_4_22_182","aroundtheisland_run5",21,"Group003Sample0007","Group003","Group003Sample0007SEM.dat","Group003Sample0001BEM.dat","Group004Sample0001BEM.dat","Group003Sample0007ABS.dat"
"fdom_lagoon_4_22_183","aroundtheisland_run5",22,"Group004Sample0001","Group004","Group004Sample0001SEM.dat","Group004Sample0001BEM.dat","Group005Sample0001BEM.dat","Group004Sample0001ABS.dat"
"fdom_april_22_184","aroundtheisland_run5",23,"Group004Sample0002","Group004","Group004Sample0002SEM.dat","Group004Sample0001BEM.dat","Group005Sample0001BEM.dat","Group004Sample0002ABS.dat"
"fdom_lagoon_4_22_185","aroundtheisland_run5",24,"Group004Sample0003","Group004","Group004Sample0003SEM.dat","Group004Sample0001BEM.dat","Group005Sample0001BEM.dat","Group004Sample0003ABS.dat"
"fdom_apr_22_186","aroundtheisland_run5",25,"Group004Sample0004","Group004","Group004Sample0004SEM.dat","Group004Sample0001BEM.dat","Group005Sample0001BEM.dat","Group004Sample0004ABS.dat"
"fdom_lagoon_4_22_187","aroundtheisland_run5",26,"Group004Sample0005","Group004","Group004Sample0005SEM.dat","Group004Sample0001BEM.dat","Group005Sample0001BEM.dat","Group004Sample0005ABS.dat"
"fdom_lagoon_4_22_188","aroundtheisland_run5",27,"Group004Sample0006","Group004","Group004Sample0006SEM.dat","Group004Sample0001BEM.dat","Group005Sample0001BEM.dat","Group004Sample0006ABS.dat"
"fdom_apr_22_200","aroundtheisland_run5",28,"Group004Sample0007","Group004","Group004Sample0007SEM.dat","Group004Sample0001BEM.dat","Group005Sample0001BEM.dat","Group004Sample0007ABS.dat"
"fdom_april_22_202","aroundtheisland_run5",29,"Group005Sample0001","Group005","Group005Sample0001SEM.dat","Group005Sample0001BEM.dat","Group006Sample0001BEM.dat","Group005Sample0001ABS.dat"
"fdom_apr_22_203","aroundtheisland_run5",30,"Group005Sample0002","Group005","Group005Sample0002SEM.dat","Group005Sample0001BEM.dat","Group006Sample0001BEM.dat","Group005Sample0002ABS.dat"
"fdom_apr_22_204","aroundtheisland_run5",31,"Group005Sample0003","Group005","Group005Sample0003SEM.dat","Group005Sample0001BEM.dat","Group006Sample0001BEM.dat","Group005Sample0003ABS.dat"
"fdom_apr_22_208","aroundtheisland_run5",32,"Group005Sample0004","Group005","Group005Sample0004SEM.dat","Group005Sample0001BEM.dat","Group006Sample0001BEM.dat","Group005Sample0004ABS.dat"
"fdom_apr_22_209","aroundtheisland_run5",33,"Group005Sample0005","Group005","Group005Sample0005SEM.dat","Group005Sample0001BEM.dat","Group006Sample0001BEM.dat","Group005Sample0005ABS.dat"
"fdom_lter_6_fringe_4_22_lter_6_fringe","aroundtheisland_run5",34,"Group005Sample0006","Group005","Group005Sample0006SEM.dat","Group005Sample0001BEM.dat","Group006Sample0001BEM.dat","Group005Sample0006ABS.dat"
"fdom_3_bac_lter_3_bac","aroundtheisland_run5",35,"Group005Sample0007","Group005","Group005Sample0007SEM.dat","Group005Sample0001BEM.dat","Group006Sample0001BEM.dat","Group005Sample0007ABS.dat"
"fdom_apr_22_opu_1","aroundtheisland_run5",36,"Group006Sample0001","Group006","Group006Sample0001SEM.dat","Group006Sample0001BEM.dat","Group001Sample0001BEM.dat","Group006Sample0001ABS.dat"
"fdom_apr_22_opu_2","aroundtheisland_run5",37,"Group006Sample0002","Group006","Group006Sample0002SEM.dat","Group006Sample0001BEM.dat","Group001Sample0001BEM.dat","Group006Sample0002ABS.dat"
"fdom_apr_22_lter_3_fringe","aroundtheisland_run5",38,"Group006Sample0003","Group006","Group006Sample0003SEM.dat","Group006Sample0001BEM.dat","Group001Sample0001BEM.dat","Group006Sample0003ABS.dat"
